Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,344.8999938964844,352.08123779296875,342.75,351.1187438964844,268.81622314453125,5826176
2012-01-03,353.01251220703125,360.8687438964844,352.5,358.0375061035156,274.1131591796875,8903008
2012-01-04,355.625,359.375,355.1312561035156,356.79998779296875,273.1656799316406,7341424
2012-01-05,354.8999938964844,359.5,353.9312438964844,355.01873779296875,271.802001953125,7125272
2012-01-06,354.75,358.45001220703125,351.38751220703125,354.01873779296875,271.036376953125,7087632
2012-01-09,355.9375,358.2875061035156,352.1499938964844,354.5687561035156,271.45745849609375,8265784
2012-01-10,358.75,359.42498779296875,356.2749938964844,357.95001220703125,274.0461120605469,11179176
2012-01-11,358.5,361.86248779296875,351.625,353.32501220703125,270.5052490234375,13795800
2012-01-12,343.75,343.75,322.2562561035156,323.53125,247.6951446533203,48970600
2012-01-13,327.25,327.375,319.03125,323.0249938964844,247.30760192871094,20898944
2012-01-16,322.65625,330.5,322.38751220703125,330.01873779296875,252.66200256347656,13188736
2012-01-17,331.25,334.1000061035156,329.23126220703125,332.7562561035156,254.75782775878906,8740424
2012-01-18,330.5,330.5,323.125,326.5062561035156,249.972900390625,9700424
2012-01-19,327.0,327.8500061035156,322.07501220703125,324.3374938964844,248.3125,9652336
2012-01-20,324.5,326.2124938964844,322.0375061035156,323.6000061035156,247.7478790283203,11635712
2012-01-23,323.75,326.9375,323.625,325.0375061035156,248.84835815429688,5160864
2012-01-24,327.25,329.95001220703125,324.375,327.6000061035156,250.81028747558594,5653208
2012-01-25,329.375,334.375,328.125,333.2250061035156,255.1167755126953,10545360
2012-01-27,337.75,341.875,335.7749938964844,340.625,260.7822265625,12218872
2012-01-30,337.36248779296875,340.6499938964844,336.25,339.0375061035156,259.56683349609375,9588456
2012-01-31,339.0,344.33123779296875,338.25,343.25,262.7918395996094,8658896
2012-02-01,342.4624938964844,343.5,336.95623779296875,342.8374938964844,262.4760437011719,6269336
2012-02-02,342.51251220703125,347.875,341.25,344.625,263.8445739746094,11538256
2012-02-03,342.5062561035156,349.0,342.5062561035156,347.90625,266.3566589355469,11637200
2012-02-06,350.63751220703125,350.98748779296875,344.01251220703125,347.13751220703125,265.7680969238281,7937680
2012-02-07,350.625,350.625,339.20623779296875,340.9375,261.0214538574219,7221640
2012-02-08,343.5,347.75,342.66876220703125,346.14373779296875,265.00726318359375,6671496
2012-02-09,343.625,352.76251220703125,341.48126220703125,351.23748779296875,268.9070739746094,10156840
2012-02-10,349.875,350.25,343.89373779296875,348.79998779296875,267.0409851074219,5177616
2012-02-13,346.90625,350.0625,344.63751220703125,348.54998779296875,266.8495788574219,5734008
2012-02-14,347.0,351.23748779296875,345.5,350.1312561035156,268.06011962890625,5477768
2012-02-15,351.875,359.375,351.875,358.01251220703125,274.093994140625,7178328
2012-02-16,358.0,364.7124938964844,357.5687561035156,363.6187438964844,278.38616943359375,8256552
2012-02-17,364.53125,372.25,362.51873779296875,368.4750061035156,282.1040954589844,11457280
2012-02-21,366.25,369.98748779296875,363.90625,367.28125,281.1901550292969,6049224
2012-02-22,363.1499938964844,374.25,363.1499938964844,369.03125,282.5299377441406,10413120
2012-02-23,367.375,372.82501220703125,364.5249938964844,366.64373779296875,280.70208740234375,10474960
2012-02-24,366.5,371.75,365.4375,368.5062561035156,282.1280517578125,8536440
2012-02-27,370.625,370.625,359.0,360.41876220703125,275.93621826171875,6910568
2012-02-28,360.75,363.75,356.8687438964844,359.04998779296875,274.88836669921875,7950200
2012-02-29,361.75,363.51251220703125,358.0249938964844,360.4312438964844,275.9457702636719,8868408
2012-03-01,356.4437561035156,359.375,350.625,357.08123779296875,273.381103515625,9806632
2012-03-02,358.125,358.125,351.63751220703125,355.7124938964844,272.3331604003906,6077656
2012-03-05,357.26251220703125,357.98126220703125,349.5874938964844,351.23126220703125,268.90228271484375,5780456
2012-03-06,350.63751220703125,360.0,350.13751220703125,356.5562438964844,272.9790954589844,10349688
2012-03-07,355.25,361.875,354.38751220703125,360.48126220703125,275.984130859375,7908568
2012-03-09,361.75,362.875,356.0,356.9125061035156,273.2518615722656,6644808
2012-03-12,364.375,364.375,347.625,352.17498779296875,269.624755859375,7294472
2012-03-13,355.4937438964844,358.73126220703125,355.25,357.4750061035156,273.68255615234375,7710424
2012-03-14,361.25,364.375,356.7437438964844,359.85626220703125,275.5056457519531,10602088
2012-03-15,361.875,363.14373779296875,358.8125,360.23748779296875,275.7974548339844,6251360
2012-03-16,363.125,364.125,355.89373779296875,358.1187438964844,274.1753845214844,9031008
2012-03-19,361.875,362.5,351.4125061035156,354.6875,271.5483703613281,6061528
2012-03-20,353.25,356.6499938964844,350.375,353.91876220703125,270.95989990234375,9225384
2012-03-21,354.0562438964844,361.25,352.625,358.4125061035156,274.4002685546875,6250664
2012-03-22,359.25,359.3187561035156,351.7875061035156,353.5375061035156,270.6679382324219,5664640
2012-03-23,354.125,360.34375,353.79998779296875,359.0874938964844,274.9170227050781,5497736
2012-03-26,358.625,358.625,352.63751220703125,353.84375,270.9024353027344,4922664
2012-03-27,357.5,362.96875,354.0375061035156,359.48748779296875,275.2232666015625,7590752
2012-03-28,358.25,359.3374938964844,353.0,355.38751220703125,272.0843505859375,5919920
2012-03-29,352.5625,354.79376220703125,345.9750061035156,349.0,267.1941223144531,14000208
2012-03-30,351.23748779296875,359.125,350.375,358.2875061035156,274.3045959472656,7963600
2012-04-02,358.0,361.09375,355.125,356.2749938964844,272.7637939453125,4851584
